name,rel,customer,newCol1,newCol2,status,orderType,config,platform,accType,testedBy,submissionReason,reqDate,submissionDate,startDate,endDate,rolloverDate,rolloverDays,rolloverDaysH,waitingDays,waitingDaysH,testingDays,testingDaysH,reportNo,releaseDate,reviewedBy,codeCompare,newFW,tBugs,is_delete,user_id,date,__v
5HD2N.70,2,TANGEDCO,TANGEDCO,,Subs Itr rel,DLMS Order,3P4W 63.5V 1-2A Cl 0.2Cl ,N2AVE,TVM HT 0.2,BCP,RS232 battery mode enable,2024-03-13,2024-04-17,2024-04-17,2024-04-17,2024-04-19,2,2.0,1,0.0,1.0,0.5,,,SAN,,,,False,,,0
nLo040.04,4,Iskraemeco ,UGVCL,(DTR meter with DI  with 200/5 ratio),Exp Next Itr,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,BCP,bug fixed,2024-03-19,2024-04-17,2024-04-17,2024-04-18,,-45400,,1,0.0,2.0,2.0,,,,,,,False,,,0
nLo041.04,4,Iskraemeco ,UGVCL,(consumer with DI without 200/5 ratio),Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,BCP,bug fixed,2024-03-19,2024-04-17,2024-04-17,2024-04-18,,-45400,,1,,2.0,2.0,,,,,,,False,,,0
nLo021.06,6,Adani,APDCL,DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,San,New firmware,2024-02-13,2024-04-17,2024-04-18,2024-04-24,2024-04-25,1,1.0,2,1.0,7.0,5.0,,,SS,,yes,,False,,,0
nLo025.04,4,Adani,APDCL,,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,New firmware,2024-02-13,2024-04-17,,,,0,,-45398,,1.0,,,,,,yes,,False,,,0
nLo035.02,2,Adani,MSEDCL,,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BCP/SAN,New firmware,2024-04-17,2024-04-17,2024-04-29,2024-05-06,2024-05-07,1,1.0,13,6.0,8.0,6.0,,,BHR,,yes,,False,,,0
CBO017.00,1,Adani,APDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,New firmware,2024-03-12,2024-04-19,2024-05-09,2024-05-14,2024-05-16,2,2.0,21,14.0,6.0,4.0,,,AVM,,yes,,False,,,0
RH56.00,0,Adani,NBPDCL ,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,BCP,CR change,2024-04-19,2024-04-19,2024-04-19,2024-04-19,2024-04-22,3,1.0,1,0.0,1.0,0.5,QER-109063,2024-04-24,SR,,,,False,,,0
RH48.00,1,Adani,MSEDCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BHR,New firmware,2024-03-26,2024-04-19,2024-04-20,2024-04-24,2024-04-26,2,2.0,2,1.0,5.0,3.0,,,AVM,,yes,,False,,,0
UR09.00 ,1,WM101BC5DLMSC ,WM101BC5DLMSC ,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",MERCURY,ENM,DK,New firmware  Platform conversion,2024-04-19,2024-04-19,2024-07-15,2024-07-19,2024-07-23,4,2.0,88,45.0,5.0,4.0,109207,2024-08-27,VN,,yes,,False,,,0
nLo031.10,10,Techno,MPPKVVCL Indore ,DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BCP,bug fixed,2024-01-04,2024-04-19,2024-04-20,2024-04-20,2024-04-22,2,2.0,2,1.0,1.0,1.0,,,BHR,,,,False,,,0
nLo030.10,10,Techno,MPPKVVCL Indore ,(w/o DI),Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,bug fixed,2024-01-04,2024-04-19,,,,0,,-45400,,1.0,,,,,,,,False,,,0
RH49.00,0,Intellismart,DGVCL,Quectel,Withdrawn,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,,RH33 is modified for using Quectel Module & Bugs fixed ,2024-04-19,2024-04-19,,,,0,,-45400,,1.0,,,,,,,,False,,,0
RH14.01,0,APDCL,Purbanchal ,,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,AM,CR changes,2024-04-19,2024-04-19,2024-04-25,2024-04-25,,-45407,,7,3.0,1.0,1.0,,,,,,,False,,,0
RH21.01,1,Intellismart,PVVNL,,Released,DLMS Order,"1PH  LPR 10-60A,  Cl.1.0",CYGNUS,SMART,BCP,CR changes,2024-04-22,2024-04-22,2024-04-23,2024-04-23,2024-04-25,2,2.0,2,1.0,1.0,1.0,QER-109065 ,2024-04-25,AVM,,,,False,,,0
nLo040.05,5,Iskraemeco ,UGVCL,(DTR meter with DI  with 200/5 ratio),Exp Next Itr,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,BCP,bug fixed,2024-03-19,2024-04-22,2024-04-25,2024-04-25,2024-04-30,5,2.0,4,2.0,1.0,1.0,,,,,,,False,,,0
nLo041.05,5,Iskraemeco ,UGVCL,(consumer with DI without 200/5 ratio),Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,BCP,bug fixed,2024-03-19,2024-04-22,2024-04-25,2024-04-25,2024-04-30,5,2.0,4,2.0,1.0,1.0,,,,,,,False,,,0
nHo039.03,3,Adani ,NBPDCL ,,Withdrawn,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,,bug fixed,2024-03-25,2024-04-22,2024-04-23,,,0,,2,1.0,-45404.0,,,,,,,,False,,,0
RH46.01,0,Adani,APDCL,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,AM,bug fixed,2024-04-22,2024-04-22,2024-04-23,2024-04-23,2024-04-24,1,1.0,2,1.0,1.0,1.0,QER-109051(2),2024-04-24,AVM,,,,False,,,0
RH49.00,1,Intellismart,DGVCL,Quectel,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,BCP,RH33 is modified for using Quectel Module & Bugs fixed ,2024-04-19,2024-04-22,2024-05-07,2024-05-08,2024-05-13,5,2.0,16,8.0,2.0,2.0,QER-109145,2024-06-21,AVM,,,,False,,,0
nHo039.04,4,Adani ,NBPDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,BCP,bug fixed,2024-03-25,2024-04-23,2024-04-23,2024-04-24,,-45406,,1,0.0,2.0,2.0,,,,,,,False,,,0
HHo002.10,10,Techno,MPPKVVCL Indore ,,Released,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,BCP,bug fixed,2024-01-19,2024-04-24,2024-04-24,2024-04-24,2024-04-29,5,2.0,1,0.0,1.0,1.0,109091,2024-05-17,AM,,,,False,,,0
RH43.00,4,GMR,DVVNL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,DK,HES related modification(code compare),2024-03-15,2024-04-24,2024-05-02,2024-05-02,,-45414,,9,4.0,1.0,1.0,,,,,,,False,,,0
RH18.02,0,Intellismart,SBPDCL,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,SR,FOTA for enable LRC,2024-04-24,2024-04-24,2024-04-25,2024-04-25,,-45407,,2,1.0,1.0,1.0,108973(3),2024-06-07,BHR,,,,False,,,0
nHo039.05,5,Adani ,NBPDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,AVM,bug fixed,2024-03-25,2024-04-24,2024-04-25,2024-04-25,,-45407,,2,1.0,1.0,1.0,,,,,,,False,,,0
nHo051.00,0,Adani ,APDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,AVM,New firmware,2024-04-25,2024-04-25,2024-04-29,2024-05-02,2024-05-06,4,2.0,5,1.0,4.0,3.0,,,BHR,,yes,,False,,,0
CBO018.00,3,Adani,NBPDCL ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AM,bug fixed,2024-03-15,2024-04-25,2024-04-29,2024-05-02,,-45414,,5,2.0,4.0,3.0,,,,,,,False,,,0
CAO01600,1,Adani,AEML,Nbiot,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,,bug fixed,2024-03-04,2024-04-25,,,,0,,-45406,,1.0,,,,,,,,False,,,0
nLo025.05,5,Adani,APDCL,,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,bug fixed,2024-04-25,2024-04-25,,,,0,,-45406,,1.0,,,,,,,,False,,,0
nLo021.08,8,Adani,APDCL,DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BCP,bug fixed,2024-02-13,2024-04-25,2024-04-29,2024-04-30,,-45412,,5,1.0,2.0,,,,,,,,False,,,0
nLo037.03,3,Adani,NBPDCL ,,Stopped,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,SS,bug fixed,2024-02-26,2024-04-25,2024-04-29,,,0,,5,2.0,-45410.0,,,,,,,,False,,,0
nHo039.06,6,Adani ,NBPDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,SR,bug fixed,2024-03-25,2024-04-25,2024-04-29,2024-04-30,,-45412,,5,1.0,2.0,1.0,,,,,,,False,,,0
CBO014.01,1,Techno,MPPKVVCL Indore ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,bug fixed,2024-02-06,2024-04-29,2024-05-07,2024-05-07,,-45419,,9,4.0,1.0,1.0,,,,,,,False,,,0
CBO016.00,2,NCC,NBPDCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,base fw upgrade for RTC correction,2024-03-12,2024-04-29,2024-04-29,2024-04-29,,-45411,,1,0.0,1.0,1.0,QER-109067,2024-04-29,,Yes,,,False,,,0
RH56.01,0,Adani,NBPDCL ,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,BCP,field correction,2024-04-29,2024-04-29,2024-04-29,2024-04-29,,-45411,,1,0.0,1.0,0.5,QER-109063(1),2024-04-29,,Yes,,,False,,,0
CAO013.01,1,Techno,MPPKVVCL Indore,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,BHR,bug fixed,2024-02-19,2024-04-29,2024-05-06,2024-05-08,,-45420,,8,4.0,3.0,3.0,,,,,,,False,,,0
CON08.01,0,BESCOM ,BESCOM ,,Released,DLMS Order, 3P 4W- SFF-LT 5-10A,SFF,TVM LT 0.5,AM,Meter constant changed,2024-04-29,2024-04-29,2024-04-30,2024-04-30,,-45412,,2,1.0,1.0,0.5,QER-109062(1),2024-04-30,,yes,,,False,,,0
nLo031.11,11,Techno,MPPKVVCL Indore ,DI,On Hold,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Meter constant corrected,2024-01-04,2024-04-30,,,,0,,-45411,,1.0,,,,,yes,,,False,,,0
nLo030.11,11,Techno,MPPKVVCL Indore ,(w/o DI),On Hold,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Meter constant corrected,2024-01-04,2024-04-30,,,,0,,-45411,,1.0,,,,,yes,,,False,,,0
CBO020.00,1,Intellismart,DGVCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,San,bug fixed,2024-03-15,2024-05-06,2024-05-06,2024-05-06,,-45418,,1,0.0,1.0,1.0,,,,,,,False,,,0
nLo037.04,4,Adani,NBPDCL ,,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,SS,bug fixed,2024-02-26,2024-04-30,2024-04-30,2024-05-02,,-45414,,1,0.0,3.0,2.0,,,,,,,False,,,0
nHo039.07,7,Adani ,NBPDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,SR,bug fixed,2024-03-25,2024-04-30,2024-04-30,2024-05-02,,-45414,,1,0.0,3.0,1.0,,,,,,,False,,,0
CBO016.00,2,NCC,NBPDCL,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,base fw upgrade for day of the week,2024-03-12,2024-04-30,2024-04-30,2024-04-30,,-45412,,1,0.0,1.0,0.5,QER-109067(1),2024-04-30,,yes,,,False,,,0
nLo021.09,9,Adani,APDCL,DI,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BCP,Meter constant corrected,2024-02-13,2024-04-30,2024-04-30,2024-05-02,2024-05-03,1,1.0,1,0.0,3.0,1.0,QER-109085,2024-05-15,AM,yes,,,False,,,0
nLo025.06,6,Adani,APDCL,,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,Bug fixed,2024-04-25,2024-04-30,,,,0,,-45411,13.0,1.0,,,,,,,,False,,,0
CAO01700,2,GMR,DVVNL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,SR,bug fixed,2024-04-08,2024-04-30,2024-05-08,2024-05-13,,-45425,,9,5.0,6.0,4.0,,,,,,,False,,,0
CAO01900,2,Intellismart,MGVCL,4G,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,,New firmware,2024-05-02,2024-05-02,,,,0,,-45413,,1.0,,,,,,yes,,False,,,0
nHo039.08,8,Adani ,NBPDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,SR,bug fixed,2024-03-25,2024-05-02,2024-05-02,2024-05-02,,-45414,,1,0.0,1.0,0.5,,,,,,,False,,,0
CAO02000,2,Intellismart,MGVCL,RF(cyan),Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,,New firmware,2024-05-02,2024-05-02,,,,0,,-45413,,1.0,,,,,,yes,,False,,,0
RH57.00,0,NCC,NBPDCL,Quectel,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,DK,RH37.02 modified  for  Quectel module ,2024-05-02,2024-05-02,2024-05-30,2024-06-03,2024-06-05,2,2.0,29,18.0,5.0,3.0,109123,2024-06-06,BCP,,,,False,,,0
CBO018.00,4,Adani,NBPDCL ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,SS,New firmware,2024-03-15,2024-05-03,2024-05-06,2024-05-10,,-45422,,4,2.0,5.0,5.0,,,,,yes,,False,,,0
nLo037.05,5,Adani,NBPDCL ,,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,SS,bug fixed,2024-02-26,2024-05-03,2024-05-03,2024-05-03,,-45415,,1,0.0,1.0,1.0,QER 109076,2024-05-09,BHR,,,,False,,,0
nHo039.09,9,Adani ,NBPDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,DK,bug fixed,2024-03-25,2024-05-03,2024-05-03,2024-05-03,,-45415,,1,0.0,1.0,1.0,,,VK,,,,False,,,0
RH48.00,2,Adani,MSEDCL,Quectel,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,SR,bug fixed and  Quectel Module,2024-03-26,2024-05-03,2024-05-06,2024-05-07,2024-05-09,2,2.0,4,2.0,2.0,2.0,,,BHR,,,,False,,,0
RH14.01,1,APDCL,Purbanchal ,,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,AM,CR changes,2024-04-19,2024-05-03,2024-05-07,2024-05-08,,-45420,,5,3.0,2.0,2.0,,,,,,,False,,,0
RH51.00,1,Intellismart,MGVCL,,Stopped,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,BHR,CR changes,2024-03-28,2024-05-06,2024-05-08,2024-05-10,,-45422,,3,1.0,3.0,,,,,,,,False,,,0
nLo030.12,12,Techno,MPPKVVCL Indore ,(w/o DI),Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BCP,Meter constant corrected and bug fixed,2024-01-04,2024-05-06,2024-05-20,2024-05-20,,-45432,,15,8.0,1.0,1.0,,,,YES,,,False,,,0
nLo031.12,12,Techno,MPPKVVCL Indore ,DI,Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,DK,Meter constant corrected and bug fixed,2024-01-04,2024-05-06,2024-05-07,2024-05-07,,-45419,,2,1.0,1.0,1.0,109092,2024-05-17,SR,,,,False,,,0
RH44.00,0,Intellismart,PVVNL,4GQuectel,Subs Itr rel,DLMS Order,"1Ph 4G 10-60A , Cl.1.0",CYGNUS,SMART,DK,Bug fixed of RH23.00 REL05 and  modified to use Quectel module ,2024-05-07,2024-05-07,2024-05-17,2024-05-21,,-45433,,11,6.0,5.0,3.0,,,SS,,,,False,,,0
nHo051.03,3,Adani ,APDCL,,Subs Itr rel,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,San,bug fixed,2024-04-25,2024-05-07,2024-05-07,2024-05-09,,-45421,,1,0.0,3.0,3.0,,,,,,,False,,,0
nLo056.00,0,Adani,EEPL,,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,DK,nLo027.12 FW modified for Cr changes and bug fixing,2024-05-07,2024-05-07,2024-05-08,2024-05-08,2024-05-10,2,2.0,2,1.0,1.0,1.0,,,BCP,,,,False,,,0
nLo036.02,2,NCC, NBPDCL ,,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,AVM,bug fixed,2024-02-26,2024-05-07,2024-05-08,2024-05-10,,-45422,,2,1.0,3.0,3.0,,,,,,,False,,,0
nLo035.03,3,Adani,MSEDCL,,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VK,bug fixed,2024-04-17,2024-05-08,2024-05-10,2024-05-13,,-45425,,3,1.0,4.0,2.0,,,,,,,False,,,0
CAO01900,3,Intellismart,MGVCL,4G,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,,New firmware,2024-05-02,2024-05-08,,,,0,,-45419,,1.0,,,,,,yes,,False,,,0
CAO02000,3,Intellismart,MGVCL,RF(cyan),Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,,New firmware,2024-05-02,2024-05-08,,,,0,,-45419,,1.0,,,,,,yes,,False,,,0
nHo039.10,10,Adani ,NBPDCL,,Released,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,DK,bug fixed(code compare),2024-03-25,2024-05-09,2024-05-09,2024-05-09,,-45421,,1,0.0,1.0,0.5,QER-109069,2024-05-10,,yes,,,False,,,0
nHo051.04,4,Adani ,APDCL,,Released,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,BHR,bug fixed,2024-04-25,2024-05-09,2024-05-13,2024-05-13,2024-05-14,1,1.0,5,2.0,1.0,1.0,QER-109087(1),2024-05-16,SS,,,,False,,,0
nHo038.02,2,NCC,NBPDCL,,Exp Next Itr,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,AM,New firmware,2024-03-05,2024-05-09,2024-06-13,2024-06-14,2024-06-17,3,1.0,36,22.0,2.0,2.0,,,SAN,,yes,,False,,,0
RH43.00,4,GMR,DVVNL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,DK,CR changes for push(itr kept same as previous),2024-03-15,2024-05-09,2024-05-10,2024-05-10,,-45422,,2,1.0,1.0,1.0,108735,2024-05-16,,,,,False,,,0
nHo055.00,0,Iskraemeco ,UGVCL,,Exp Next Itr,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,AM/AVM,New firmware,2024-05-10,2024-05-10,2024-05-16,2024-05-21,,-45433,,7,5.0,6.0,4.0,,,SAN,,yes,,False,,,0
CBO022.00,0,Intellismart,SBPDCL,,Withdrawn,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,,New firmware,2024-05-10,2024-05-10,,,,0,,-45421,,1.0,,,,,,yes,,False,,,0
CBO021.00,3,Intellismart,MGVCL,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AM,RTC deviation bug fixed(code compare),2024-03-19,2024-05-10,2024-05-10,2024-05-10,,-45422,,1,,1.0,0.5,109089,2024-05-16,,yes,,,False,,,0
RH14.02,2,APDCL,Purbanchal ,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,AM,Bug fixed,2024-04-19,2024-05-10,2024-05-10,2024-05-13,2024-05-14,1,1.0,1,0.0,4.0,2.0,108992(1),2024-05-17,DK,,,,False,,,0
CBO023.00,0,Adani,UPCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,New firmware,2024-05-10,2024-05-10,2024-05-13,2024-05-15,2024-05-16,1,1.0,4,1.0,3.0,3.0,,,,,yes,,False,,,0
CBO014.01,2,Techno,MPPKVVCL Indore ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,DK,bug fixed,2024-02-06,2024-05-10,2024-05-13,2024-05-13,,-45425,,4,1.0,1.0,1.0,,,,,,,False,,,0
CAO013.01,2,Techno,MPPKVVCL Indore,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,SS,bug fixed,2024-02-19,2024-05-10,2024-05-13,2024-05-16,,-45428,,4,1.0,4.0,4.0,,,,,,,False,,,0
RH60.00,0,Intellismart,SBPDCL,Quectel,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,ABK,RH20.00 Rel: 02 modification for Quectel EC200U module ,2024-05-10,2024-05-10,2024-05-22,2024-05-30,2024-06-03,4,2.0,13,8.0,9.0,6.0,QER -109125,2024-06-07,AVM,,,,False,,,0
RH48.00,3,Adani,MSEDCL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,SR,bug fixed,2024-03-26,2024-05-13,2024-05-14,2024-05-14,,-45426,,2,0.0,1.0,1.0,QER-109084,2024-05-15,,yes,,,False,,,0
nLo036.03,3,NCC, NBPDCL ,,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,DK,bug fixed,2024-02-26,2024-05-13,2024-05-13,2024-05-14,,-45426,,1,0.0,2.0,2.0,109088,2024-05-16,BCP,,,,False,,,0
RH58.00,0,Adani,UPCL ,Quectel,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BHR,New firmware,2024-05-13,2024-05-13,2024-05-14,2024-05-16,2024-05-21,5,2.0,2,1.0,3.0,3.0,,,SAN,,yes,,False,,,0
RH06.02,0,JKPDD ,JKPDD ,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BCP,field issue corrected,2024-05-13,2024-05-13,2024-05-21,2024-05-22,,-45434,,9,6.0,2.0,2.0,,,,,,,False,,,0
CBO015.00 ,3,Adani,MSEDCL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,VK,bug fixed,2024-02-26,2024-05-13,2024-05-14,2024-05-16,,-45428,,2,0.0,3.0,3.0,,,,,,,False,,,0
nLo033.02,2,Adani,UPCL ,4G+DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,SR,bug fixed,2024-04-05,2024-05-14,2024-05-15,2024-05-16,,-45428,,2,1.0,2.0,2.0,,,,,,,False,,,0
nLo034.02,2,Adani,UPCL ,,Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,New firmware,2024-04-05,2024-05-14,,,,0,,-45425,,1.0,,,,,,yes,,False,,,0
HHo004.03,3,Adani,MSEDCL,,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,BCP,bug fixed,2024-04-15,2024-05-14,2024-05-15,2024-05-16,2024-05-27,11,,2,1.0,2.0,2.0,,,SR,,,,False,,,0
CAO01700,3,GMR,DVVNL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,VN,bug fixed,2024-04-08,2024-05-14,2024-05-15,2024-05-16,,-45428,,2,1.0,2.0,2.0,,,,,,,False,,,0
nLo035.04,4,Adani,MSEDCL,,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,DK,bug fixed,2024-04-17,2024-05-15,2024-05-15,2024-05-16,,-45428,,1,0.0,2.0,2.0,,,AVM,,,,False,,,0
CBO018.00,5,Adani,NBPDCL ,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AVM,bug fixed,2024-03-15,2024-05-15,2024-05-16,2024-05-17,,-45429,,2,1.0,2.0,2.0,,,,,,,False,,,0
RH29.01,0,BCITS,Indore,,Released,DLMS Order,"1Ph 10-60A , Cl.1.0",CYGNUS,SMART,BCP,CR changes,2024-03-15,2024-05-15,2024-05-16,2024-05-16,,-45428,,2,1.0,1.0,1.0,QER-108994(1),2024-05-20,AVM,,,,False,,,0
RH51.00,2,Intellismart,MGVCL,,Released,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,San,CR changes,2024-03-28,2024-05-15,2024-05-16,2024-05-17,,-45429,,2,1.0,2.0,2.0,QER-109093,2024-05-20,SR,,,,False,,,0
nLo041.06,6,Iskraemeco ,UGVCL,(consumer with DI without 200/5 ratio),Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,SS,bug fixed,2024-03-19,2024-05-15,2024-05-16,2024-05-22,,-45434,,2,1.0,7.0,5.0,,,,,,,False,,,0
CBO023.00,2,Adani,UPCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BHR,bug fixed,2024-05-10,2024-05-16,2024-05-17,2024-05-20,,-45432,,2,1.0,4.0,2.0,,,,,,,False,,,0
nLo033.03,3,Adani,UPCL ,4G+DI,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,SR,bug fixed,2024-04-05,2024-05-16,2024-05-17,2024-05-20,,-45432,,2,0.0,4.0,2.0,,,SAN,,,,False,,,0
nLo034.03,3,Adani,UPCL ,,Stopped,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,San,New firmware,2024-04-05,2024-05-16,2024-05-20,,,0,,5,2.0,-45431.0,,,,,,yes,,False,,,0
RH59.00,1,Intellismart,APDCL,,Subs Itr rel,DLMS Order,"1Ph 5-30A , Cl.1.0",CYGNUS,SMART,San,New firmware,2024-05-16,2024-05-16,2024-05-30,2024-06-04,2024-06-05,1,1.0,15,8.0,6.0,4.0,,,SR,,yes,,False,,,0
CAO01700,3,GMR,DVVNL,,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,VK,bug fixed,2024-04-08,2024-05-17,2024-05-17,2024-05-17,,-45429,,1,0.0,1.0,1.0,,,,,,,False,,,0
nLo056.01,1,Adani,EEPL,,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,VN,CR change(MD IP),2024-05-07,2024-05-17,2024-05-20,2024-05-21,,-45433,,4,2.0,2.0,2.0,QER-109095,2024-05-21,DK,,,,False,,,0
